('Gross Profit', '17,962,502.00', '17,962,502.00', '14,007,929.00', '12,447,265.00', '12,365,161.00')
         817663 function calls (793369 primitive calls) in 2.355 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 feedparser.py:472(_parse_headers)
       22    0.000    0.000    0.001    0.000 typing.py:806(Optional)
        1    0.000    0.000    0.322    0.322 connection.py:669(connect)
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
        1    0.000    0.000    0.896    0.896 client.py:324(begin)
        2    0.000    0.000    0.002    0.001 models.py:1(<module>)
       92    0.000    0.000    0.000    0.000 typing.py:1122(_is_unpacked_typevartuple)
        1    0.000    0.000    0.003    0.003 parse.py:1(<module>)
       60    0.000    0.000    0.000    0.000 enum.py:760(__delattr__)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
       22    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
      592    0.000    0.000    0.000    0.000 ssl.py:1117(_checkClosed)
    78/56    0.000    0.000    0.003    0.000 typing.py:574(__getitem__)
       41    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.001    0.001 __init__.py:133(BeautifulSoup)
        2    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
        1    0.000    0.000    0.166    0.166 __init__.py:209(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method today}
  121/103    0.000    0.000    0.000    0.000 typing.py:1443(__hash__)
       68    0.000    0.000    0.000    0.000 element.py:1873(_all_strings)
        1    0.000    0.000    0.028    0.028 connectionpool.py:1(<module>)
        1    0.000    0.000    0.162    0.162 ssl.py:990(_create)
       31    0.000    0.000    0.017    0.001 element.py:2715(find_all)
       55    0.000    0.000    0.001    0.000 _htmlparser.py:127(handle_startendtag)
        1    0.000    0.000    0.023    0.023 client.py:1(<module>)
        4    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
      113    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
        9    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
       29    0.000    0.000    0.005    0.000 element.py:2684(find)
        3    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
        1    0.000    0.000    0.000    0.000 element.py:1569(Tag)
       12    0.000    0.000    0.000    0.000 enum.py:983(_find_data_type_)
        1    0.000    0.000    0.009    0.009 cookiejar.py:1(<module>)
    75/73    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      171    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      214    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        2    0.000    0.000    0.004    0.002 abc.py:1(<module>)
        8    0.000    0.000    0.001    0.000 <frozen _collections_abc>:979(update)
        1    0.000    0.000    0.896    0.896 connection.py:485(getresponse)
        1    0.000    0.000    0.043    0.043 client.py:213(_read_headers)
       65    0.000    0.000    0.000    0.000 element.py:657(_last_descendant)
      197    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.018    0.018 ssl_.py:1(<module>)
       34    0.000    0.000    0.000    0.000 element.py:524(get_text)
     12/1    0.000    0.000    0.000    0.000 functools.py:713(_c3_mro)
        1    0.000    0.000    0.852    0.852 client.py:291(_read_status)
        2    0.000    0.000    0.000    0.000 request.py:2495(getproxies_environment)
        1    0.000    0.000    0.162    0.162 connection.py:846(_ssl_wrap_socket_and_match_hostname)
        1    0.000    0.000    0.000    0.000 adapters.py:167(HTTPAdapter)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.003    0.003 shutil.py:1(<module>)
      138    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    1.682    1.682 sessions.py:673(send)
        1    0.000    0.000    1.218    1.218 connectionpool.py:377(_make_request)
       10    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.160    0.160 connection.py:27(create_connection)
       12    0.000    0.000    0.000    0.000 queue.py:180(get)
       12    0.000    0.000    0.000    0.000 functools.py:686(_c3_merge)
       57    0.000    0.000    0.000    0.000 typing.py:351(_deduplicate)
      255    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
       39    0.000    0.000    0.462    0.012 models.py:816(generate)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
        8    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
       25    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _common.py:1(<module>)
      109    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.004    0.004 _htmlparser.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       44    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 connection.py:369(request)
       26    0.000    0.000    0.000    0.000 enum.py:1445(_iter_member_by_def_)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        6    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.002    0.001 core.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
        8    0.000    0.000    0.000    0.000 message.py:498(get)
       76    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
       93    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       54    0.000    0.000    0.000    0.000 __init__.py:305(escape)
        5    0.000    0.000    0.000    0.000 client.py:1294(putheader)
        2    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       39    0.000    0.000    0.462    0.012 response.py:1044(stream)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
      156    0.000    0.000    0.000    0.000 enum.py:1333(value)
        1    0.000    0.000    0.000    0.000 inspect.py:2373(_signature_from_function)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
       11    0.000    0.000    0.000    0.000 queue.py:140(put)
       19    0.000    0.000    0.000    0.000 typing.py:2696(overload)
        2    0.000    0.000    0.242    0.121 api.py:1(<module>)
        1    0.000    0.000    0.001    0.001 calendar.py:1(<module>)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:226(handle_charref)
        1    0.000    0.000    0.001    0.001 _local.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
        1    0.000    0.000    1.219    1.219 connectionpool.py:592(urlopen)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _collections.py:1(<module>)
       31    0.000    0.000    0.000    0.000 element.py:2869(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1207(_generic_class_getitem)
        1    0.000    0.000    1.219    1.219 adapters.py:613(send)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
       40    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
        9    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        2    0.000    0.000    0.001    0.000 __init__.py:71(search_function)
        1    0.000    0.000    0.047    0.047 formatter.py:1(<module>)
      105    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.005    0.005 cd.py:1(<module>)
      207    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1733(__getitem_inner__)
       13    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
        9    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
        1    0.000    0.000    0.000    0.000 models.py:658(__init__)
      170    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        2    0.000    0.000    0.015    0.008 parser.py:1(<module>)
      121    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        8    0.000    0.000    0.000    0.000 typing.py:2054(__new__)
       98    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.001    0.001 ssl_.py:219(create_urllib3_context)
       14    0.000    0.000    0.012    0.001 css_parser.py:1135(process_selectors)
       42    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
      129    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      143    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:2383(_IPv6Constants)
        5    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
        1    0.000    0.000    0.004    0.004 header.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
      176    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        6    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       16    0.000    0.000    0.028    0.002 css_parser.py:296(__init__)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
      170    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
        1    0.000    0.000    0.019    0.019 compat.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        3    0.000    0.000    0.000    0.000 feedparser.py:102(push)
        1    0.000    0.000    0.029    0.029 css_parser.py:418(CSSParser)
      116    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
        1    0.000    0.000    0.001    0.001 sessions.py:457(prepare_request)
        1    0.000    0.000    0.004    0.004 css_match.py:1(<module>)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        8    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.120    0.120 socket.py:960(getaddrinfo)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
        1    0.000    0.000    0.000    0.000 _collections.py:335(extend)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       25    0.000    0.000    0.000    0.000 _collections.py:300(add)
      129    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
        6    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
        5    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 functools.py:800(_find_impl)
        1    0.000    0.000    0.160    0.160 connection.py:192(_new_conn)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
       29    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
     10/8    0.000    0.000    0.009    0.001 <frozen importlib._bootstrap_external>:1318(create_module)
      129    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        2    0.000    0.000    0.001    0.000 glob.py:1(<module>)
      118    0.000    0.000    0.000    0.000 <frozen os>:734(__iter__)
      129    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 client.py:1138(putrequest)
        1    0.000    0.000    0.001    0.001 parser.py:41(parse)
        1    0.000    0.000    0.025    0.025 _request_methods.py:1(<module>)
      262    0.000    0.000    0.000    0.000 enum.py:1213(__init__)
      129    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    1.684    1.684 sessions.py:500(request)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
      129    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
       12    0.000    0.000    0.000    0.000 enum.py:942(_get_mixins_)
       44    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 connection.py:82(HTTPConnection)
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
        6    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
       31    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        1    0.000    0.000    0.026    0.026 _base_connection.py:1(<module>)
       30    0.000    0.000    0.000    0.000 feedparser.py:79(readline)
      142    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       29    0.000    0.000    0.000    0.000 element.py:2173(get_attribute_list)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.002    0.002 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:352(Distribution)
        1    0.000    0.000    0.001    0.001 <frozen posixpath>:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1621(_BaseV6)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        8    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
      170    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parser.py:56(parsestr)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        9    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.000    0.000 response.py:577(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:424(_default_mime_types)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        3    0.000    0.000    0.000    0.000 idna.py:179(encode)
        2    0.000    0.000    0.001    0.001 readers.py:1(<module>)
       24    0.000    0.000    0.000    0.000 functools.py:66(wraps)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
    66/36    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
       12    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
       24    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
       20    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
        1    0.000    0.000    0.011    0.011 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:2477(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    1.684    1.684 api.py:14(request)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        4    0.000    0.000    0.000    0.000 message.py:533(get_all)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
       10    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
        7    0.000    0.000    0.000    0.000 typing.py:1719(__getitem__)
        3    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.000    0.000 response.py:316(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
       43    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
       30    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
        1    0.000    0.000    0.000    0.000 models.py:351(prepare)
        5    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        1    0.000    0.000    0.001    0.001 utils.py:204(get_netrc_auth)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _abc.py:101(PurePathBase)
        1    0.000    0.000    0.001    0.001 adapters.py:359(build_response)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
       14    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       30    0.000    0.000    0.000    0.000 feedparser.py:129(__next__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.001    0.001 _abc.py:1(<module>)
      114    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        4    0.000    0.000    0.000    0.000 feedparser.py:178(_call_parse)
        1    0.000    0.000    0.000    0.000 _local.py:59(PurePath)
        1    0.000    0.000    0.002    0.002 filepost.py:1(<module>)
        6    0.000    0.000    0.001    0.000 structures.py:40(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        1    0.000    0.000    0.001    0.001 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001F9FC28BD80}
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    0.000    0.000 glob.py:527(_StringGlobber)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        6    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:758(_compose_mro)
       23    0.000    0.000    0.000    0.000 threading.py:398(notify)
        4    0.000    0.000    0.000    0.000 message.py:600(get_content_type)
        1    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
        9    0.000    0.000    0.000    0.000 parse.py:164(hostname)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1895(_split_scope_id)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
       27    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.010    0.010 _policybase.py:1(<module>)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
        6    0.000    0.000    0.000    0.000 enum.py:932(_check_for_existing_members_)
        6    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
       31    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 utils.py:765(should_bypass_proxies)
        1    0.000    0.000    0.000    0.000 ssltransport.py:22(SSLTransport)
      100    0.000    0.000    0.000    0.000 enum.py:917(<lambda>)
        1    0.000    0.000    0.000    0.000 client.py:867(__init__)
        1    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        7    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        7    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
        2    0.000    0.000    0.000    0.000 _collections.py:141(clear)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       24    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        1    0.000    0.000    0.000    0.000 connection.py:320(close)
        4    0.000    0.000    0.000    0.000 utils.py:1034(check_header_validity)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.001    0.001 client.py:231(_parse_header_lines)
        2    0.000    0.000    0.000    0.000 ssl.py:677(verify_mode)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
       25    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        1    0.000    0.000    0.001    0.001 connection.py:114(_has_ipv6)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
      112    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
       47    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 _local.py:289(drive)
        1    0.000    0.000    0.000    0.000 response.py:301(BaseHTTPResponse)
       10    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
       32    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
       18    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        1    0.000    0.000    0.896    0.896 client.py:1386(getresponse)
        1    0.000    0.000    0.161    0.161 ssl.py:1365(do_handshake)
        1    0.000    0.000    0.058    0.058 css.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
        7    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        1    0.000    0.000    0.000    0.000 connectionpool.py:120(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 cookies.py:236(Morsel)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    1.684    1.684 api.py:62(get)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:343(expanduser)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.166    0.166 _htmlparser.py:449(feed)
        5    0.000    0.000    0.000    0.000 inspect.py:2726(__init__)
        1    0.000    0.000    0.000    0.000 client.py:819(HTTPConnection)
        1    0.000    0.000    0.322    0.322 connectionpool.py:1085(_validate_conn)
        2    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
       24    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
        1    0.000    0.000    0.162    0.162 ssl.py:449(wrap_socket)
       11    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
        4    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        1    0.000    0.000    0.000    0.000 message.py:981(MIMEPart)
        1    0.000    0.000    0.000    0.000 element.py:1486(Doctype)
        2    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 __init__.py:1302(ZipFile)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        1    0.000    0.000    0.166    0.166 parser.py:104(feed)
       75    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        2    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.015    0.015 css_parser.py:316(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
        1    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:415(decorator)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       23    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1350(__init__)
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
       38    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1924(IPv6Address)
       25    0.000    0.000    0.000    0.000 message.py:515(set_raw)
        1    0.000    0.000    0.000    0.000 queue.py:46(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
