('Gross Profit', '17,962,502.00', '17,962,502.00', '14,007,929.00', '12,447,265.00', '12,365,161.00')
         718700 function calls (697884 primitive calls) in 2.707 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       19    0.000    0.000    0.001    0.000 typing.py:806(Optional)
       19    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       18    0.000    0.000    0.000    0.000 <frozen abc>:105(__new__)
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
       18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       17    0.000    0.000    0.000    0.000 enum.py:1445(_iter_member_by_def_)
       17    0.000    0.000    0.000    0.000 enum.py:498(__new__)
       17    0.000    0.000    0.000    0.000 typing.py:1807(__eq__)
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
       16    0.000    0.000    0.000    0.000 functools.py:66(wraps)
       16    0.000    0.000    0.000    0.000 enum.py:1733(_simple_enum)
       16    0.001    0.000    0.003    0.000 enum.py:1749(convert_class)
       16    0.000    0.000    0.000    0.000 typing.py:1803(<genexpr>)
       16    0.000    0.000    0.000    0.000 request.py:585(__lt__)
       16    0.000    0.000    0.028    0.002 css_parser.py:296(__init__)
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
    16/12    0.000    0.000    0.074    0.006 {built-in method builtins.__import__}
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
       14    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
       14    0.000    0.000    0.012    0.001 css_parser.py:1135(process_selectors)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       14    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       13    0.000    0.000    0.000    0.000 enum.py:803(__members__)
       13    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       12    0.000    0.000    0.000    0.000 enum.py:1452(<lambda>)
       12    0.000    0.000    0.000    0.000 typing.py:1023(__init__)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       12    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       12    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       11    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       10    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1675(_fill_cache)
       10    0.000    0.000    0.000    0.000 <frozen zipimport>:68(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1598(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1487(_path_hooks)
       10    0.000    0.000    0.003    0.000 enum.py:894(_convert_)
       10    0.000    0.000    0.340    0.034 __init__.py:1(<module>)
       10    0.000    0.000    0.000    0.000 request.py:408(add_handler)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
       10    0.001    0.000    0.001    0.000 {built-in method nt.listdir}
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        9    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1307(__init__)
      9/8    0.000    0.000    0.008    0.001 <frozen importlib._bootstrap_external>:1318(create_module)
        9    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1326(exec_module)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.001    0.000 __init__.py:358(namedtuple)
        9    0.000    0.000    0.000    0.000 typing.py:1256(_generic_init_subclass)
        9    0.000    0.000    0.000    0.000 request.py:578(add_parent)
        9    0.000    0.000    0.000    0.000 __init__.py:185(__new__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 {built-in method _bisect.insort_right}
        9    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
      9/8    0.008    0.001    0.008    0.001 {built-in method _imp.create_dynamic}
        9    0.003    0.000    0.003    0.000 {built-in method _imp.exec_dynamic}
        9    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        8    0.000    0.000    0.000    0.000 enum.py:760(__delattr__)
        8    0.000    0.000    0.000    0.000 enum.py:1055(_add_member_)
        8    0.000    0.000    0.000    0.000 enum.py:354(__setitem__)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:226(handle_charref)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:79(__init__)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        7    0.000    0.000    0.000    0.000 message.py:498(get)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        7    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
        6    0.000    0.000    0.000    0.000 enum.py:1216(_add_alias_)
        6    0.000    0.000    0.000    0.000 enum.py:1455(_missing_)
        6    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
        6    0.000    0.000    0.000    0.000 typing.py:1733(__getitem_inner__)
        6    0.000    0.000    0.000    0.000 typing.py:1719(__getitem__)
        6    0.000    0.000    0.000    0.000 inspect.py:3061(<genexpr>)
        6    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
        6    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        6    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        6    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        6    0.000    0.000    0.000    0.000 __init__.py:205(_checkLevel)
        6    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        5    0.000    0.000    0.000    0.000 request.py:326(data)
        5    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        5    0.000    0.000    0.000    0.000 inspect.py:2726(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:1599(__mro_entries__)
        5    0.000    0.000    0.000    0.000 inspect.py:2779(name)
        5    0.000    0.000    0.000    0.000 client.py:1066(_output)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
        5    0.000    0.000    0.000    0.000 __init__.py:819(__init__)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
        5    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        4    0.000    0.000    0.000    0.000 _parser.py:165(__delitem__)
        4    0.000    0.000    0.000    0.000 enum.py:791(__iter__)
        4    0.000    0.000    0.000    0.000 functools.py:1017(__set_name__)
        4    0.000    0.000    0.000    0.000 functools.py:1011(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:840(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:1623(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
        4    0.000    0.000    0.000    0.000 request.py:307(full_url)
        4    0.000    0.000    0.000    0.000 typing.py:1802(_value_and_type_iter)
        4    0.000    0.000    0.000    0.000 typing.py:1326(__mro_entries__)
        4    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
        4    0.000    0.000    0.000    0.000 client.py:1294(putheader)
        4    0.000    0.000    0.000    0.000 message.py:600(get_content_type)
        4    0.000    0.000    0.000    0.000 client.py:1342(<genexpr>)
        4    0.000    0.000    0.000    0.000 feedparser.py:178(_call_parse)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        4    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        4    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        4    0.000    0.000    0.000    0.000 _htmlparser.py:266(handle_entityref)
        4    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        4    0.000    0.000    0.000    0.000 {built-in method maketrans}
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        3    0.000    0.000    0.000    0.000 _parser.py:294(seek)
        3    0.000    0.000    0.000    0.000 feedparser.py:102(push)
        3    0.000    0.000    0.000    0.000 request.py:379(has_header)
        3    0.000    0.000    0.000    0.000 typing.py:1813(__hash__)
        3    0.000    0.000    0.000    0.000 feedparser.py:173(feed)
        3    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
        3    0.000    0.000    0.000    0.000 message.py:624(get_content_maintype)
        3    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:898(_addHandlerRef)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        3    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
        2    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
        2    0.000    0.000    0.000    0.000 enum.py:942(_get_mixins_)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        2    0.000    0.000    0.000    0.000 <frozen os>:779(check_str)
        2    0.000    0.000    0.000    0.000 <frozen os>:785(encodekey)
        2    0.000    0.000    0.000    0.000 enum.py:248(__init__)
        2    0.000    0.000    0.003    0.001 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 enum.py:983(_find_data_type_)
        2    0.000    0.000    0.000    0.000 enum.py:251(__set_name__)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:511(__init_subclass__)
        2    0.000    0.000    0.000    0.000 inspect.py:386(isfunction)
        2    0.000    0.000    0.000    0.000 typing.py:410(_tp_cache)
        2    0.000    0.000    0.000    0.000 typing.py:415(decorator)
        2    0.001    0.001    0.053    0.027 ssl.py:515(_load_windows_store_certs)
        2    0.000    0.000    0.006    0.003 utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 idna.py:179(encode)
        2    0.000    0.000    0.015    0.008 parser.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
        2    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
        2    0.000    0.000    0.000    0.000 request.py:352(get_method)
        2    0.000    0.000    0.000    0.000 feedparser.py:126(__iter__)
        2    0.000    0.000    0.000    0.000 request.py:1229(__init__)
        2    0.000    0.000    1.278    0.639 request.py:459(_call_chain)
        2    0.000    0.000    0.000    0.000 parse.py:845(__getattr__)
        2    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        2    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        2    0.000    0.000    0.000    0.000 socket.py:501(close)
        2    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
        2    0.014    0.007    0.161    0.081 parser.py:134(goahead)
        2    0.000    0.000    0.000    0.000 __init__.py:458(validate)
        2    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
        2    0.000    0.000    0.000    0.000 __init__.py:311(deprecated_argument)
        2    0.000    0.000    0.000    0.000 __init__.py:282(reset)
        2    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:257(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:451(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:957(createLock)
        2    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x000001BC05F8CFE0}
        2    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        2    0.019    0.010    0.019    0.010 {built-in method _ssl.enum_certificates}
        2    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        1    0.000    0.000    1.278    1.278 request.py:470(open)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:1171(exec_module)
        1    0.000    0.000    0.000    0.000 request.py:289(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:673(update)
        1    0.000    0.000    0.000    0.000 enum.py:932(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 enum.py:346(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1158(create_module)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
        1    0.000    0.000    0.000    0.000 request.py:357(get_full_url)
        1    0.000    0.000    0.000    0.000 _parser.py:99(checkgroup)
        1    0.000    0.000    0.000    0.000 request.py:368(has_proxy)
        1    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:102(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:50(normcase)
        1    0.000    0.000    0.000    0.000 inspect.py:2477(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:2373(_signature_from_function)
        1    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        1    0.000    0.000    0.000    0.000 ssl.py:1252(sendall)
        1    0.000    0.000    0.000    0.000 client.py:867(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:2054(__new__)
        1    0.000    0.000    0.001    0.001 dammit.py:98(EntitySubstitution)
        1    0.000    0.000    0.001    0.001 quoprimime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:961(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
        1    0.000    0.000    0.000    0.000 inspect.py:3014(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 __init__.py:599(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:3066(from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:3074(parameters)
        1    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:3342(signature)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    2.707    2.707 financial_enhanced.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:344(_parse)
        1    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 request.py:287(Request)
        1    0.000    0.000    0.000    0.000 client.py:1015(close)
        1    0.000    0.000    0.000    0.000 client.py:819(HTTPConnection)
        1    0.000    0.000    1.333    1.333 request.py:138(urlopen)
        1    0.000    0.000    1.278    1.278 request.py:499(_open)
        1    0.000    0.000    0.000    0.000 request.py:766(__init__)
        1    0.000    0.000    0.154    0.154 client.py:213(_read_headers)
        1    0.000    0.000    0.000    0.000 client.py:835(_get_content_length)
        1    0.000    0.000    0.000    0.000 parse.py:1120(_splithost)
        1    0.000    0.000    0.000    0.000 request.py:313(full_url)
        1    0.000    0.000    0.000    0.000 request.py:330(data)
        1    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.004    0.004 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.060    0.060 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
        1    0.000    0.000    0.000    0.000 typing.py:1207(_generic_class_getitem)
        1    0.000    0.000    0.004    0.004 header.py:1(<module>)
        1    0.000    0.000    0.005    0.005 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 request.py:2495(getproxies_environment)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
        1    0.000    0.000    0.004    0.004 _htmlparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:335(set_payload)
        1    0.000    0.000    0.003    0.003 parse.py:1(<module>)
        1    0.000    0.000    1.015    1.015 client.py:463(read)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1924(IPv6Address)
        1    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        1    0.000    0.000    0.131    0.131 client.py:1000(connect)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2383(_IPv6Constants)
        1    0.000    0.000    0.055    0.055 request.py:539(build_opener)
        1    0.000    0.000    0.000    0.000 request.py:1240(do_request_)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 css.py:44(CSS)
        1    0.000    0.000    0.000    0.000 client.py:926(_get_hostport)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1579(_IPv4Constants)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    2.527    2.527 financial_enhanced.py:6(main)
        1    0.000    0.000    0.793    0.793 client.py:291(_read_status)
        1    0.000    0.000    0.045    0.045 request.py:1(<module>)
        1    0.000    0.000    0.005    0.005 socket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:13(CharsetMatch)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
        1    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 client.py:396(_check_close)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.012    0.012 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.948    0.948 client.py:324(begin)
        1    0.000    0.000    0.329    0.329 client.py:1029(send)
        1    0.000    0.000    0.329    0.329 client.py:1084(_send_output)
        1    0.000    0.000    0.000    0.000 client.py:1138(putrequest)
        1    0.000    0.000    0.329    0.329 client.py:1340(_send_request)
        1    0.000    0.000    0.002    0.002 css_types.py:1(<module>)
        1    0.000    0.000    0.948    0.948 client.py:1386(getresponse)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        1    0.000    0.000    0.027    0.027 client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:472(_parse_headers)
        1    0.000    0.000    1.278    1.278 request.py:1278(do_open)
        1    0.000    0.000    0.000    0.000 request.py:2692(getproxies_registry)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        1    0.000    0.000    0.000    0.000 dammit.py:734(UnicodeDammit)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
        1    0.000    0.000    0.030    0.030 css_parser.py:418(CSSParser)
        1    0.000    0.000    0.000    0.000 threading.py:869(__init__)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
        1    0.000    0.000    0.161    0.161 __init__.py:650(_feed)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.131    0.131 socket.py:822(create_connection)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.054    0.054 ssl.py:682(create_default_context)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        1    0.000    0.000    0.001    0.001 <frozen posixpath>:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.003    0.003 _typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:1569(Tag)
        1    0.000    0.000    0.124    0.124 element.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1350(__init__)
        1    0.000    0.000    0.198    0.198 ssl.py:990(_create)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
        1    0.000    0.000    0.006    0.006 ssl.py:1(<module>)
        1    0.000    0.000    0.006    0.006 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:261(__init__)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 typing.py:580(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:1127(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 typing.py:395(_flatten_literal_params)
        1    0.000    0.000    0.000    0.000 typing.py:812(Literal)
        1    0.000    0.000    0.000    0.000 request.py:271(request_host)
        1    0.000    0.000    0.000    0.000 request.py:598(http_response)
        1    0.000    0.000    0.000    0.000 request.py:2135(FancyURLopener)
        1    0.000    0.000    0.000    0.000 client.py:430(close)
        1    0.000    0.000    0.010    0.010 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:594(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:611(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:762(ProxyHandler)
        1    0.000    0.000    0.000    0.000 request.py:869(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1021(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1032(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1197(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1215(ProxyDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1392(UnknownHandler)
        1    0.000    0.000    0.000    0.000 request.py:1507(FTPHandler)
        1    0.000    0.000    0.000    0.000 typing.py:2204(<genexpr>)
        1    0.000    0.000    0.000    0.000 request.py:575(BaseHandler)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:805(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 request.py:1227(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1345(HTTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:1374(HTTPCookieProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1450(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1564(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:371(add_header)
        1    0.000    0.000    0.000    0.000 request.py:375(add_unredirected_header)
        1    0.000    0.000    0.000    0.000 request.py:615(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 request.py:879(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 request.py:1051(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1354(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:2395(ftpwrapper)
        1    0.000    0.000    0.055    0.055 request.py:1356(__init__)
        1    0.000    0.000    0.329    0.329 client.py:1469(connect)
        1    0.000    0.000    0.000    0.000 request.py:397(__init__)
        1    0.000    0.000    0.329    0.329 client.py:1322(endheaders)
        1    0.000    0.000    0.000    0.000 client.py:1459(__init__)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
        1    0.000    0.000    0.001    0.001 client.py:231(_parse_header_lines)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 request.py:396(OpenerDirector)
        1    0.000    0.000    1.278    1.278 request.py:1366(https_open)
        1    0.000    0.000    0.000    0.000 client.py:1454(HTTPSConnection)
